853810"2018902021"Repeat Offender"4021 9TH ST, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"GLENDALE PARK"4021 9TH ST"MARRERO"W"
791554"2017903708"Repeat Offender"2090 BENEDICT DR, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"COMMENT"08/15/2017"COMMENT"07/26/2017"COMMENT"07/11/2017"LETTER RETURNED"06/21/2017"DEMAND LETTER"06/14/2017"COMMENT"06/09/2017"COMMENT"05/25/2017"COMMENT"05/02/2017"COMMENT"04/05/2017"BILLED"03/28/2017"MAIL CORRESPONDANCE"03/13/2017"COMMENT"03/08/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/07/2017"COMMENT"03/02/2017"INSPECTION COMPLETED/DATE"02/24/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
775333"2016923664"Repeat Offender"2090 BENEDICT DR, MARRERO"10/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/27/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/15/2017"DEMAND LETTER"02/06/2017"
775339"2016923665"Repeat Offender"6561 BENEDICT DR, MARRERO"10/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/27/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"DEMAND LETTER"02/06/2017"
775344"2016923666"Repeat Offender"6569 BENEDICT DR, MARRERO"10/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/27/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/18/2017"LETTER RETURNED"02/15/2017"DEMAND LETTER"02/06/2017"DEMAND LETTER"02/06/2017"
766471"2016920337"Repeat Offender"6561 BENEDICT DR, MARRERO"9/13/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/13/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"DEMAND LETTER"01/10/2017"
766262"2016920265"Repeat Offender"6569 BENEDICT DR, MARRERO"9/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/12/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"01/17/2017"LETTER RETURNED"01/13/2017"DEMAND LETTER"01/09/2017"DEMAND LETTER"01/09/2017"
763110"2016919168"Repeat Offender"6561 BENEDICT DR, MARRERO"8/26/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/26/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"DEMAND LETTER"01/27/2017"
762930"2016919093"Repeat Offender"2090 BENEDICT DR, MARRERO"8/25/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/25/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"LETTER RETURNED"02/19/2017"DEMAND LETTER"01/27/2017"
762952"2016919099"Repeat Offender"6569 BENEDICT DR, MARRERO"8/25/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/25/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/05/2016"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"03/08/2017"LETTER RETURNED"02/07/2017"DEMAND LETTER"01/27/2017"DEMAND LETTER"01/27/2017"
756454"2016916519"Repeat Offender"6569 BENEDICT DR, MARRERO"7/28/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/28/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"COMPLAINT ENTERED/DATE"07/28/2016"COMPLAINT RECEIVED"07/28/2016"PROPERTY CUT BY PARISH CONTRACTOR"06/24/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/24/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
756547"2016916551"Repeat Offender"6561 BENEDICT DR, MARRERO"7/28/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/28/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"
756235"2016916417"Repeat Offender"2090 BENEDICT DR, MARRERO"7/27/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/27/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/23/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
755218"2016916002"Repeat Offender"6569 BENEDICT DR, MARRERO"7/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/22/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"COMPLAINT ENTERED/DATE"07/22/2016"COMPLAINT RECEIVED"07/22/2016"PROPERTY CUT BY PARISH CONTRACTOR"07/13/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/13/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
755236"2016916012"Repeat Offender"6561 BENEDICT DR, MARRERO"7/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/22/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"
745062"2016911937"Repeat Offender"6561 BENEDICT DR, MARRERO"6/7/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/07/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"ADVALOREM TAX ORDINANCE"05/03/2017"
741642"2016910620"Repeat Offender"2090 BENEDICT DR, MARRERO"5/23/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/23/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/10/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
736654"2016908568"Repeat Offender"6569 BENEDICT DR, MARRERO"4/28/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/28/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"COMPLAINT RECEIVED"04/28/2016"PROPERTY CUT BY PARISH CONTRACTOR"04/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/18/2016"
735411"2016908107"Repeat Offender"2090 BENEDICT DR, MARRERO"4/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/22/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/29/2016"
735424"2016908110"Repeat Offender"6561 BENEDICT DR, MARRERO"4/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/22/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"
735438"2016908115"Repeat Offender"6569 BENEDICT DR, MARRERO"4/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/22/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"COMPLAINT ENTERED/DATE"04/22/2016"COMPLAINT RECEIVED"04/22/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/29/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/29/2016"
720646"2016902271"Repeat Offender"2090 BENEDICT DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LINCOLNSHIRE"2090 BENEDICT DR"MARRERO"W"MAIL CORRESPONDANCE"07/07/2016"LETTER RETURNED"06/27/2016"COMMENT"06/24/2016"DEMAND LETTER"06/23/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"COMMENT"02/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
720480"2016902288"Repeat Offender"6569 BENEDICT DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LINCOLNSHIRE"6569 BENEDICT DR"MARRERO"W"COMMENT"08/10/2016"LETTER RETURNED"08/01/2016"LETTER RETURNED"07/29/2016"DEMAND LETTER"07/25/2016"DEMAND LETTER"07/25/2016"COMMENT"07/14/2016"MAIL CORRESPONDANCE"07/07/2016"MAIL CORRESPONDANCE"07/06/2016"COMMENT"07/01/2016"COMMENT"06/22/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"COMMENT"02/19/2016"INSPECTION COMPLETED/DATE"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
720200"2016902672"Repeat Offender"6561 BENEDICT DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LINCOLNSHIRE"6561 BENEDICT DR"MARRERO"W"COMMENT"07/01/2016"DEMAND LETTER"06/23/2016"DEMAND LETTER"06/23/2016"COMMENT"06/22/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"COMMENT"02/19/2016"INSPECTION COMPLETED/DATE"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
853792"2018901647"Repeat Offender"2914 BERWICK ST, JEFFERSON"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"
853831"2018901939"Repeat Offender"2918 BERWICK ST, JEFFERSON"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
850706"2017924850"Repeat Offender"2918 BERWICK ST, JEFFERSON"11/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/22/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
850722"2017924855"Repeat Offender"2914 BERWICK ST, JEFFERSON"11/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/22/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"DEMAND LETTER"01/25/2018"
839664"2017921115"Repeat Offender"2918 BERWICK ST, JEFFERSON"9/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/22/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"LETTER RETURNED"01/29/2018"
839672"2017921120"Repeat Offender"2914 BERWICK ST, JEFFERSON"9/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/22/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/11/2017"
832029"2017918432"Repeat Offender"2918 BERWICK ST, JEFFERSON"8/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/21/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"LETTER RETURNED"01/29/2018"
832075"2017918439"Repeat Offender"2914 BERWICK ST, JEFFERSON"8/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/21/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/28/2017"
826445"2017916223"Repeat Offender"2918 BERWICK ST, JEFFERSON"7/27/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/27/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
826530"2017916255"Repeat Offender"2914 BERWICK ST, JEFFERSON"7/27/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/27/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/12/2017"
825010"2017915742"Repeat Offender"2918 BERWICK ST, JEFFERSON"7/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/21/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
825031"2017915749"Repeat Offender"2914 BERWICK ST, JEFFERSON"7/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/21/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/28/2017"
815899"2017912375"Repeat Offender"2918 BERWICK ST, JEFFERSON"6/12/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/12/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
815907"2017912378"Repeat Offender"2914 BERWICK ST, JEFFERSON"6/12/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/12/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/30/2017"
806477"2017908823"Repeat Offender"2918 BERWICK ST, JEFFERSON"4/27/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/27/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"
791479"2017903377"Repeat Offender"2918 BERWICK ST, JEFFERSON"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"HARLEM"2918 BERWICK ST"JEFFERSON"E"COMMENT"08/15/2017"COMMENT"08/01/2017"COMMENT"07/14/2017"COMMENT"07/05/2017"LETTER RETURNED"07/03/2017"COMMENT"06/15/2017"DEMAND LETTER"06/14/2017"COMMENT"06/05/2017"COMMENT"05/17/2017"COMMENT"04/28/2017"COMMENT"04/17/2017"BILLED"04/05/2017"COMMENT"03/31/2017"COMMENT"03/17/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/16/2017"COMMENT"03/14/2017"COMMENT"02/24/2017"INSPECTION COMPLETED/DATE"02/23/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791355"2017903463"Repeat Offender"2914 BERWICK ST, JEFFERSON"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"HARLEM"2914 BERWICK ST"JEFFERSON"E"COMMENT"08/29/2017"COMMENT"08/15/2017"LETTER RETURNED"08/08/2017"COMMENT"08/01/2017"COMMENT"07/14/2017"COMMENT"07/05/2017"COMMENT"06/15/2017"DEMAND LETTER"06/14/2017"COMMENT"06/05/2017"MAIL CORRESPONDANCE"05/19/2017"COMMENT"05/17/2017"COMMENT"04/28/2017"COMMENT"04/17/2017"BILLED"04/05/2017"COMMENT"03/31/2017"COMMENT"03/17/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/16/2017"COMMENT"02/24/2017"INSPECTION COMPLETED/DATE"02/23/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
773709"2016923063"Repeat Offender"2914 BERWICK ST, JEFFERSON"10/19/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/19/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"03/14/2017"DEMAND LETTER"02/10/2017"
773718"2016923066"Repeat Offender"2914 BERWICK ST, JEFFERSON"10/19/2016"HIGH WEEDS ON LOT"PMZ - WEED CONTROL"10/19/2016"HARVEY CANAL"1200 BROWN AVE"HARVEY"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/18/2017"LETTER RETURNED"02/18/2017"LETTER RETURNED"02/18/2017"DEMAND LETTER"02/10/2017"DEMAND LETTER"02/10/2017"DEMAND LETTER"02/10/2017"
773776"2016923073"Repeat Offender"2918 BERWICK ST, JEFFERSON"10/19/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/19/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"DEMAND LETTER"02/10/2017"
766158"2016920220"Repeat Offender"2914 BERWICK ST, JEFFERSON"9/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/12/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"01/19/2017"DEMAND LETTER"01/09/2017"
766161"2016920222"Repeat Offender"2918 BERWICK ST, JEFFERSON"9/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/12/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"LETTER RETURNED"02/04/2017"DEMAND LETTER"01/09/2017"
762732"2016919018"Repeat Offender"2918 BERWICK ST, JEFFERSON"8/25/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/25/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"LETTER RETURNED"03/14/2017"DEMAND LETTER"02/03/2017"
762677"2016918980"Repeat Offender"2914 BERWICK ST, JEFFERSON"8/24/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/24/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/14/2017"DEMAND LETTER"02/03/2017"
756864"2016916730"Repeat Offender"2914 BERWICK ST, JEFFERSON"7/29/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/29/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/11/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
756866"2016916732"Repeat Offender"2918 BERWICK ST, JEFFERSON"7/29/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/29/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"ADVALOREM TAX ORDINANCE"05/03/2017"
744306"2016911675"Repeat Offender"2914 BERWICK ST, JEFFERSON"6/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/03/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/18/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
744310"2016911677"Repeat Offender"2918 BERWICK ST, JEFFERSON"6/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/03/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"ADVALOREM TAX ORDINANCE"05/03/2017"
738784"2016909482"Repeat Offender"2914 BERWICK ST, JEFFERSON"5/9/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/09/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/28/2016"
738789"2016909484"Repeat Offender"2918 BERWICK ST, JEFFERSON"5/9/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/09/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"
735452"2016908119"Repeat Offender"2914 BERWICK ST, JEFFERSON"4/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/22/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"
735462"2016908120"Repeat Offender"2918 BERWICK ST, JEFFERSON"4/22/2016"TRASH ON LOT"PMZ - WEED CONTROL"04/22/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/29/2016"
725214"2016904391"Repeat Offender"2918 BERWICK ST, JEFFERSON"3/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"03/03/2016"HARLEM"2918 BERWICK ST"JEFFERSON"E"COMMENT"08/22/2016"LETTER RETURNED"08/05/2016"COMMENT"08/04/2016"DEMAND LETTER"07/27/2016"COMMENT"07/15/2016"COMMENT"06/29/2016"COMMENT"06/24/2016"COMMENT"06/22/2016"COMMENT"06/16/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"05/02/2016"COMMENT"04/22/2016"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"INSPECTION COMPLETED/DATE"03/07/2016"FOLLOW UP INSPECTION SCHEDULED/DATE"03/04/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/03/2016"OWNER NOTICE - WEEDS & TRASH"03/03/2016"COMPLAINT ENTERED/DATE"03/03/2016"COMPLAINT RECEIVED"03/03/2016"
725215"2016904392"Repeat Offender"2914 BERWICK ST, JEFFERSON"3/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"03/03/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"
725218"2016904393"Repeat Offender"2914 BERWICK ST, JEFFERSON"3/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"03/03/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"
725223"2016904395"Repeat Offender"2914 BERWICK ST, JEFFERSON"3/3/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"03/03/2016"HARLEM"2914 BERWICK ST"JEFFERSON"E"COMMENT"08/22/2016"LETTER RETURNED"08/05/2016"COMMENT"08/04/2016"DEMAND LETTER"07/27/2016"COMMENT"07/15/2016"MAIL CORRESPONDANCE"07/06/2016"COMMENT"06/29/2016"COMMENT"06/24/2016"COMMENT"06/22/2016"COMMENT"06/16/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"05/02/2016"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"INSPECTION COMPLETED/DATE"03/07/2016"FOLLOW UP INSPECTION SCHEDULED/DATE"03/04/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/03/2016"OWNER NOTICE - WEEDS & TRASH"03/03/2016"COMPLAINT ENTERED/DATE"03/03/2016"COMPLAINT RECEIVED"03/03/2016"
854043"2018901635"Repeat Offender"2049 BETTY BLVD, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"LINCOLNSHIRE"2049 BETTY BLVD"MARRERO"W"
853762"2018901726"Repeat Offender"2045 BETTY BLVD, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"LINCOLNSHIRE"2045 BETTY BLVD"MARRERO"W"
854383"2018902177"Repeat Offender"2053 BETTY BLVD, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"LINCOLNSHIRE"2053 BETTY BLVD"MARRERO"W"
843940"2017922581"Repeat Offender"2053 BETTY BLVD, MARRERO"10/13/2017"WEEDS, VACANT HOUSE"PMZ - WEED CONTROL"10/13/2017"LINCOLNSHIRE"2053 BETTY BLVD"MARRERO"W"BILLED"10/18/2017"PROPERTY CUT BY PARISH CONTRACTOR"10/16/2017"COMPLAINT ENTERED/DATE"10/13/2017"COMPLAINT RECEIVED"10/13/2017"PROPERTY CUT BY PARISH CONTRACTOR"09/27/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/27/2017"LETTER RETURNED"01/18/2018"
843970"2017922591"Repeat Offender"2049 BETTY BLVD, MARRERO"10/13/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"10/13/2017"LINCOLNSHIRE"2049 BETTY BLVD"MARRERO"W"COMPLAINT ENTERED/DATE"10/13/2017"COMPLAINT RECEIVED"10/13/2017"PROPERTY CUT BY PARISH CONTRACTOR"09/27/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/27/2017"
839326"2017920972"Repeat Offender"2053 BETTY BLVD, MARRERO"9/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/21/2017"LINCOLNSHIRE"2053 BETTY BLVD"MARRERO"W"COMMENT"10/18/2017"BILLED"09/26/2017"COMPLAINT ENTERED/DATE"09/21/2017"COMPLAINT RECEIVED"09/21/2017"PROPERTY CUT BY PARISH CONTRACTOR"09/06/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/06/2017"
839393"2017920992"Repeat Offender"2049 BETTY BLVD, MARRERO"9/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/21/2017"LINCOLNSHIRE"2049 BETTY BLVD"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"09/06/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/06/2017"LETTER RETURNED"01/04/2018"
834490"2017919217"Repeat Offender"2049 BETTY BLVD, MARRERO"8/30/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/30/2017"LINCOLNSHIRE"2049 BETTY BLVD"MARRERO"W"BILLED"09/06/2017"COMPLAINT ENTERED/DATE"08/30/2017"COMPLAINT RECEIVED"08/30/2017"PROPERTY CUT BY PARISH CONTRACTOR"08/12/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/12/2017"
833032"2017918805"Repeat Offender"2053 BETTY BLVD, MARRERO"8/24/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/24/2017"LINCOLNSHIRE"2053 BETTY BLVD"MARRERO"W"COMMENT"09/25/2017"BILLED"08/30/2017"COMPLAINT ENTERED/DATE"08/24/2017"COMPLAINT RECEIVED"08/24/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/18/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/18/2017"
